Archivo,Predicción
8d4ce09504ec434095cd825becb7454d_20230429t15_12_utc.txt,Neutral
93e3d9a9444e45fdbf0243ede80387a9_20230429t15_14_utc.txt,Neutral
954028537f2447b1bc3fe1423e5dc91e_20230429t16_46_utc.txt,Neutral
970163d6af854c5bbcdc20683c0718b3_20230429t16_32_utc.txt,Neutral
9a69066faf1c480ab766270d6930f207_20230429t15_27_utc.txt,Neutral
9f4431c7a7784c878a5b1dd22387313d_20230429t16_45_utc.txt,Neutral
a05fa8fe7f26449182797521fc00f807_20230429t14_05_utc.txt,Neutral
aa220622e43446a7b5bcac9b1c0a52db_20230429t16_35_utc.txt,Neutral
af176031f0074816b87c1a2d36c64bb1_20230429t13_19_utc.txt,Neutral
b5177be4cb564c919b6fd7beb39e58de_20230429t15_01_utc.txt,Neutral
c24e02ed87a44265a8ee01dc29750c46_20230429t16_23_utc.txt,Neutral
e0e2f6bf38594a229738c1b769773f0c_20230429t16_03_utc.txt,Neutral
e3e047f6195c4b32a05f8de775ba50e5_20230429t15_32_utc.txt,Neutral
e85c661472f94fd0b1869d87266c0121_20230429t14_16_utc.txt,Neutral
e86106eae7b44bbab73dcc28fe74640a_20230429t14_51_utc.txt,Neutral
e8a52d4b45b44af5be7b1cc7a4fe9a67_20230429t14_49_utc.txt,Neutral
eda25ef82d7c42c1a29cb68045744c97_20230429t14_03_utc.txt,Neutral
f5428781188d4778a2c0e8dad5d32e3f_20230429t13_30_utc.txt,Neutral
f6e1997eb9314094a10a6529f51648f3_20230429t13_54_utc.txt,Neutral
f77ace087c5e46d190f6416c244b045f_20230429t15_14_utc.txt,Neutral
ff85bf5b2023476b8e9bcff72d7e0660_20230429t15_15_utc.txt,Neutral
07b7cdd28e904671949343335ea1a6a9_20230513t15_49_utc.txt,Neutral
0fc06e0fec724ceba662f2652746bd6b_20230513t15_14_utc.txt,Neutral
10a78230812040ff967ff9474b8681de_20230513t14_52_utc.txt,Neutral
1e89ae9d25dc42ec9bddf53417053f2e_20230513t14_28_utc.txt,Neutral
1e9de5fe556c45b18f7afa01bd8e5792_20230513t14_26_utc.txt,Neutral
21717b84966c41c0984d9e9347c5f9bb_20230513t13_56_utc.txt,Negativo
229581744ef8410da1eb2d87a18e4fe0_20230513t15_55_utc.txt,Neutral
2459608615d943c4b67117aa4344908d_20230513t13_48_utc.txt,Neutral
25f12ead3aa04a3bb79566087b8db321_20230513t15_31_utc.txt,Neutral
2b4d1446039b4964a1b6f0d45ccd6add_20230513t16_20_utc.txt,Neutral
2dbd5c4e0ae541b4aa2f5cc4976cc7ee_20230513t14_08_utc.txt,Neutral
30a6921c5a564778a7920a3cad953451_20230513t13_58_utc.txt,Neutral
31ee3f1746084fa28ea2b3c9dfeb0930_20230513t13_54_utc.txt,Neutral
342db425864c4c5f928db6f33831727e_20230513t14_15_utc.txt,Neutral
3588f50174e84eb480a7d3d055031399_20230513t16_00_utc.txt,Neutral
408f03ac6dc9496c96e06a8cf71a2698_20230513t16_23_utc.txt,Neutral
460de0efc0994ddbbd6882fcb84e149f_20230513t14_37_utc.txt,Neutral
47539959b2a14f07959d0677316ae87c_20230513t16_22_utc.txt,Neutral
4d1237f231144ff7ab3b0915ce55a261_20230513t15_48_utc.txt,Neutral
4dcdddfb6fc14bfcb0786b7dcc9b9393_20230513t13_55_utc.txt,Neutral
4ea887163da842b0ac05b3d2521a64c7_20230513t15_42_utc.txt,Neutral
546f8e2aa3f64e438134539c3191d81b_20230513t15_25_utc.txt,Neutral
5cd6165dde27473abf19d423564c00cf_20230513t14_00_utc.txt,Neutral
5db4b150a2a746f188fcd719951375cd_20230513t16_31_utc.txt,Neutral
5ed447924a6c411db789d982ced86f87_20230513t15_49_utc.txt,Neutral
606bc04de20f48698438972a3c5d73c5_20230513t13_50_utc.txt,Neutral
62348a5179a14b19ae53fc0831afa258_20230513t14_22_utc.txt,Neutral
62eb0ae83aab4888b037da7c8beba1cb_20230513t15_07_utc.txt,Negativo
67c4c52997874c1baf667d39294be888_20230513t15_01_utc.txt,Negativo
680cf6f010d744f59d52b6e8d2f0cb1e_20230513t14_24_utc.txt,Neutral
716391e8d1024a68b76e9c8beae2d630_20230513t15_02_utc.txt,Neutral
71a40f9b026e45379ba0704991f8e8dc_20230513t16_16_utc.txt,Neutral
72007eb657d741bd9961eab9eb262c07_20230513t16_02_utc.txt,Neutral
7c127994b8c6409c935baabfe0332228_20230513t15_45_utc.txt,Neutral
7c4537fcc02449c3bdee049bfd84d149_20230513t15_14_utc.txt,Neutral
7d1e9c1d3d094eebb4cdddee26941734_20230513t16_55_utc.txt,Neutral
7df47aa3d6a6471f9570efe419f06c56_20230513t14_38_utc.txt,Neutral
7e2800619ea5495d9bfe1e3cc534f152_20230513t14_50_utc.txt,Neutral
89c6976244224168ae51925898eeac00_20230513t14_02_utc.txt,Neutral
94ec97b5843545968ebc41349eaa75e1_20230513t14_19_utc.txt,Neutral
9c2ec049191046b1818d938a15ea0635_20230513t13_49_utc.txt,Neutral
9c3c50eeade341df8da30221a49f876c_20230513t14_35_utc.txt,Neutral
9c3f1b9bfe9e4c23b6618aa1b9f4d86a_20230513t16_20_utc.txt,Neutral
9d9ad8e2eec04d229b011b08caac2399_20230513t14_46_utc.txt,Neutral
a7b2c245f1ec43368e70d417e3ed25d1_20230513t13_47_utc.txt,Neutral
ae031a33d30840e9aab5fd43bf33b425_20230513t15_47_utc.txt,Neutral
b5aebd973c9e4460be36e17f510224c5_20230513t15_18_utc.txt,Neutral
b67a535a4d3247049df0d1c8c4a09af7_20230513t14_41_utc.txt,Neutral
b7a54eded9a24f8799e6294f474bed1b_20230513t16_01_utc.txt,Neutral
ba3102032f9d4b2d84c64ca97d0243c8_20230513t13_52_utc.txt,Neutral
bf657c872370453aa7577e731996bac5_20230513t15_55_utc.txt,Neutral
cae8a78e89bb43dead56b392e63980fe_20230513t14_51_utc.txt,Neutral
ce4b3f92a3874a4389f7b43579e929af_20230513t15_04_utc.txt,Neutral
d09d3944097d47c3a4a50ba96a2e30c5_20230513t16_58_utc.txt,Neutral
d1989662afb94e7db4a95db8ef92dc48_20230513t13_35_utc.txt,Neutral
d4e6e8127ba04aef99a10db847bf1147_20230513t15_45_utc.txt,Neutral
dd1c87d3da3e4f3dbcbca74eb8bf9bba_20230513t13_58_utc.txt,Neutral
e05cdde7ba4442868a8a663ba1634581_20230513t15_23_utc.txt,Neutral
e1b74cc111324138860cf1f1fbfbeb01_20230513t15_35_utc.txt,Neutral
ece40026e149425b8c37f0eb1f33deb4_20230513t15_41_utc.txt,Neutral
f46a8cad1ac64aebb7ba63abe6e1079d_20230513t15_10_utc.txt,Neutral
f5075ec3b695471887eb5bd617aa45ef_20230513t13_59_utc.txt,Negativo
f94e8c9f4fd34c27ba1e0d3af3c69d97_20230513t14_04_utc.txt,Neutral
fdf0a75b54cb44ab985516174b86dcc4_20230513t14_50_utc.txt,Neutral
009045a0a0384250a503eb34607c670c_20230520t15_58_utc.txt,Neutral
02647261da12429f9cfa9c4cc663c180_20230520t16_21_utc.txt,Neutral
08cc34dd337a4a718e377d9076946030_20230520t16_38_utc.txt,Neutral
0d42bfce123541bfb6825be893bc3daf_20230520t16_46_utc.txt,Positivo
116518b0a71d42a3baf4f2b033d470f5_20230520t14_33_utc.txt,Neutral
14ac803d465043b58d52b4f8f8221463_20230520t14_37_utc.txt,Neutral
196163b6dc4b42a997689c3b51ba04d3_20230520t14_23_utc.txt,Neutral
1f323c9aec1b48be846335ec9bb8cd95_20230520t14_44_utc.txt,Neutral
1f3a500f16e846d5af80ac8719349efe_20230520t16_35_utc.txt,Neutral
218faaf39a274cae91f8350e760cd256_20230520t15_50_utc.txt,Neutral
28a2f83dd4c849e3a87780d66daba141_20230520t14_24_utc.txt,Neutral
28e4611056224461917090034dfa735a_20230520t16_39_utc.txt,Negativo
2909f47cf7dd4e11997cc00f32dfa69d_20230520t16_54_utc.txt,Neutral
2b4c0b5ae3c24b72a2f2f6f051af932c_20230520t15_28_utc.txt,Neutral
2bdfdb05678946caa8830afdb2520c61_20230520t14_54_utc.txt,Neutral
320989183a624711b515c4f73b78ca9c_20230520t14_30_utc.txt,Neutral
34bdce3571ee491ab7fbcba5a4888b46_20230520t13_25_utc.txt,Neutral
353e9acf054d411c9a3c4a2ce197bae9_20230520t16_21_utc.txt,Neutral
3bea674a722541e7b5920cabc9fc4ea5_20230520t14_14_utc.txt,Neutral
3d4e250a65034a49bda5c8e32d76a92c_20230520t16_48_utc.txt,Negativo
41a3116797e04c41b6d8fd97821f9e4a_20230520t15_42_utc.txt,Neutral
4d0fddafbf7243f4828f2fa5478d57c7_20230520t14_53_utc.txt,Neutral
5557af493fad4404a7db26b48a4f2669_20230520t16_42_utc.txt,Neutral
5745019ebe6d43cf927439c2c420f543_20230520t16_38_utc.txt,Neutral
5b12d1cec48e43c3bae2001ac0df1ec6_20230520t16_34_utc.txt,Neutral
5bcb144e7f904876a8e2a50ab780ab24_20230520t14_57_utc.txt,Neutral
601fa041941b47b5a5b6799c9b4bb52c_20230520t15_20_utc.txt,Neutral
603597da801f4cf5b9e9d9a7e6344c12_20230520t16_36_utc.txt,Neutral
78bbdb79570f467e82c9423f0d2af116_20230520t15_18_utc.txt,Neutral
80b7d887017d40f1b547b35df3a8288d_20230520t14_27_utc.txt,Neutral
81657259ed994269952a0969bc168879_20230520t14_42_utc.txt,Negativo
82fbace9dadc4abd9d7dc3ec3f6f4991_20230520t15_24_utc.txt,Neutral
84286b4252f84873bea3fd670b42a67b_20230520t15_11_utc.txt,Neutral
85307c7aa40940c0b4a3e580a097e987_20230520t16_07_utc.txt,Neutral
8676f58f7b3746cc9ab15edf6f986e87_20230520t14_03_utc.txt,Neutral
874741a05edd4e59ba2a5962d77c5c0a_20230520t15_33_utc.txt,Neutral
889fb9e7e19a451d98cdbe4503145d3a_20230520t16_13_utc.txt,Neutral
8bd84b15a391441cb79f1e3da9fba381_20230520t14_29_utc.txt,Negativo
8c2b84f569fd4eefa57ddc7353cd5f4d_20230520t14_49_utc.txt,Neutral
8e43586f7306452faee129f7ae574bf3_20230520t14_05_utc.txt,Neutral
910be2ccd79448768700917f769ce28c_20230520t14_28_utc.txt,Neutral
94524d1036c346f1ba4632d8dba9c1a0_20230520t15_34_utc.txt,Neutral
981fad81113d4ee39d1900d0f58d176d_20230520t16_46_utc.txt,Neutral
985de04e417c4d6791cebb4d4f20d7a2_20230520t14_09_utc.txt,Negativo
98b6963822ee455b8e172421d0881ee3_20230520t16_45_utc.txt,Neutral
9d49804f1ab240519764ed9be3ed3dd9_20230520t13_55_utc.txt,Neutral
9dc3465f9c9b41c883a37328a913a912_20230520t15_58_utc.txt,Neutral
9e0129cb42cb42199eb5fa468f0a2140_20230520t14_47_utc.txt,Neutral
a465d7e7ba154aebb2230890e0b11665_20230520t15_55_utc.txt,Neutral
a7cb174e124a4b498a7643d24733066c_20230520t14_20_utc.txt,Neutral
a84a6476af2046ba89156b5d649248ff_20230520t15_01_utc.txt,Neutral
a90d4f657153494f92d27fee434d7993_20230520t16_35_utc.txt,Neutral
ad51905dc31749d6ad45f95d2e86ff3d_20230520t13_29_utc.txt,Neutral
b7fd03898ab6406ba5f427f21f174a4c_20230520t15_10_utc.txt,Neutral
b93c365143db424a8f48439ab7544abf_20230520t16_49_utc.txt,Neutral
bb6f98e63dd74fe58be16d664de19a6c_20230520t14_50_utc.txt,Neutral
bc99258507a847c18c46c5f2ff8bb9fb_20230520t15_19_utc.txt,Neutral
c19cec1d7905499bb3dfc587d1ee0f2c_20230520t14_12_utc.txt,Neutral
ca81417595ad4bf187dfb74afbdfa0b4_20230520t16_40_utc.txt,Negativo
dafe5e3b0c3342a7aaea2e46eb5974ff_20230520t15_41_utc.txt,Neutral
e572da420c0b44b58d4ea1c8896d5af7_20230520t15_24_utc.txt,Neutral
e9ff83fedd0a482ebe48487187c7e13f_20230520t15_50_utc.txt,Neutral
eb5647039c2b4e91af9e438a908ef4fc_20230520t16_04_utc.txt,Neutral
edd315cc7d0242eaa61020316561ad1a_20230520t14_46_utc.txt,Neutral
f16fa42ce3484c5196463f79bfe72e9e_20230520t15_04_utc.txt,Neutral
f63de629ca414538a5491f0fcfc2fb0a_20230520t14_54_utc.txt,Negativo
fca9d9cd4dbc4a65bcbca954c9141c82_20230520t13_46_utc.txt,Neutral
fe1672aee9a942f8906c28151a9e17b0_20230520t16_09_utc.txt,Neutral
0030e177fd394ca1ab11a54d45d504ec_20230603t13_48_utc.txt,Neutral
0232759ae2254b65967fd5692f2289bb_20230603t16_18_utc.txt,Neutral
0bff31eedee14eaf92e154b458eb9eea_20230603t14_47_utc.txt,Neutral
157cbbb1cc704a8a927369c8af1e553d_20230603t16_22_utc.txt,Neutral
19016e9bb6604da28f297afcae807e0c_20230603t14_27_utc.txt,Neutral
1e65294fb396467ab52edc67ded0a78c_20230603t16_43_utc.txt,Neutral
23067596852641e2aac8c28e87963f9e_20230603t16_24_utc.txt,Neutral
2554ef94fd634f5380f13b1da70a4a5c_20230603t15_29_utc.txt,Neutral
27e1e0c64e7f455ea5454cd45cb37578_20230603t15_17_utc.txt,Neutral
3235182a8a634107ae5e6286910234c1_20230603t15_27_utc.txt,Neutral
33bc57d9ee91442986e600e1fa3462c4_20230603t16_51_utc.txt,Neutral
384a9e3883d14d618d600aa2b582db70_20230603t15_33_utc.txt,Neutral
3b00844f5a194bd781f8d3c336512fdb_20230603t15_45_utc.txt,Neutral
421c076a2162455b8846667a238f2380_20230603t13_37_utc.txt,Neutral
45de056a1fe142229786deee12dd410a_20230603t15_24_utc.txt,Neutral
47ae6f698eec4ac09b04fda2cee9a84d_20230603t16_55_utc.txt,Neutral
47f93aa85f7143798e0b8b2082986edd_20230603t15_59_utc.txt,Neutral
49ea1e072f7b4ea09737f1263d29e300_20230603t16_38_utc.txt,Neutral
4a7e7dce1e1a4ef986de022834da0890_20230603t16_22_utc.txt,Neutral
4e04806259ce4679ab3b057c1507b9f8_20230603t15_29_utc.txt,Neutral
52b9e772098b4da194467b56ebbc60df_20230603t14_12_utc.txt,Neutral
54d5ffa7c5704c7d9673c01c4eec60c6_20230603t13_41_utc.txt,Neutral
62966d4f44e24f34a4a837905c429b36_20230603t14_36_utc.txt,Neutral
642edfeb8a314fd28bc6d888ab314a9a_20230603t15_34_utc.txt,Neutral
6662d8205b90458c89660cba5a3b45a5_20230603t15_38_utc.txt,Neutral
66b31a209b334ccdaf797da328c1cda3_20230603t16_02_utc.txt,Neutral
68165b26a21c4684972ed52b95781b6a_20230603t14_29_utc.txt,Neutral
697bf7da22d2466e8a1c8e3b3902773f_20230603t15_48_utc.txt,Negativo
6fd33ccfe55c42f49f9151e69c46ccfe_20230603t15_34_utc.txt,Neutral
80d32ca2841746f8bb2a70d9f6ecc384_20230603t16_04_utc.txt,Neutral
84b62d0ec3ed4b07821134806d42d49c_20230603t13_56_utc.txt,Neutral
8524c81bba374acca3b5d1303fab469d_20230603t15_45_utc.txt,Neutral
884076326a0041078e1f7433727d1292_20230603t16_29_utc.txt,Neutral
8937cfecbdab454dbaa3174d29c5a510_20230603t16_53_utc.txt,Neutral
8bc7b6d6df6a41c0ae5d17e3ea7ff538_20230603t16_43_utc.txt,Neutral
8cfc0ae1b03f43f085a92aea543eafc0_20230603t16_31_utc.txt,Neutral
8ee859a86038429c80503b5299a48964_20230603t16_44_utc.txt,Neutral
9056361ee5d04f4dac854a699978e1b3_20230603t14_27_utc.txt,Neutral
9324d49151524cf3a5fb99e9aad6f069_20230603t14_49_utc.txt,Neutral
9795bc437cda4049a0b06f3b1ca4caff_20230603t15_29_utc.txt,Neutral
9ea3de2c666246a5bdbea4f48299ef89_20230603t16_34_utc.txt,Neutral
a8a2f8cd78f145a9a57e5e25dea5f56a_20230603t14_21_utc.txt,Neutral
a8aa7718dc4f4e3297b4aa12514425b9_20230603t15_09_utc.txt,Neutral
aba6a590609844ecb6a8c105e2a6d040_20230603t14_32_utc.txt,Negativo
adeae93e5de94bf38475f2be1e33b246_20230603t15_17_utc.txt,Neutral
adecfa2a9f3d4fac8224e3e70557a4c9_20230603t14_03_utc.txt,Neutral
b34756c4246a4b40bdcd7998ee4942d1_20230603t16_09_utc.txt,Neutral
b8a8797ffd9d4ae7b90c6774678e48c9_20230603t14_05_utc.txt,Negativo
bc0e1c0b4e194b138c38c17813f495aa_20230603t14_34_utc.txt,Neutral
bd08a1f11e5847de9cf83d8a76b382d5_20230603t15_51_utc.txt,Neutral
c46c4466bca24173adb5c473b38fcf34_20230603t14_05_utc.txt,Neutral
c5857a4bd1ca4c189119d66de0193106_20230603t16_15_utc.txt,Neutral
c6014cba959d43258124b12de2397096_20230603t16_39_utc.txt,Neutral
c62380ce6e024728a0836e24459f0c1d_20230603t16_09_utc.txt,Neutral
c740fd6ebfb8477584b2fac186cc6096_20230603t16_27_utc.txt,Neutral
cea4655f25bd4999aa9c13ea4dd42084_20230603t14_13_utc.txt,Neutral
d0318e67a523488dac8f978525acaed1_20230603t13_18_utc.txt,Neutral
d1941715e82142c8a6e3997b15a121b6_20230603t15_52_utc.txt,Neutral
d3ca53f1b9314eca8fc239b8df6b583a_20230603t14_56_utc.txt,Neutral
d84bc7abbb484692b1f22501205cb790_20230603t16_25_utc.txt,Neutral
e0bbb40ae54c4b27b2a9eb5a4581aab4_20230603t13_18_utc.txt,Neutral
e27591c2a9c848f287134e8b3b8a2376_20230603t15_30_utc.txt,Neutral
e2bceef83606433f8e340041afe802fd_20230603t14_40_utc.txt,Neutral
e3166252a4844812a71dc7e5127e1853_20230603t16_53_utc.txt,Neutral
ea1ee2c12f3e4c35ba061fbaaf0ae084_20230603t16_55_utc.txt,Negativo
f116526ee7014bae9f44b21e0a6cacf8_20230603t16_41_utc.txt,Neutral
f14e861272f44a5eb90e5318fa6acab1_20230603t14_52_utc.txt,Neutral
f25b557dc8cb447ba5e85ebe7d8215e8_20230603t16_52_utc.txt,Neutral
f9c77f5faeb04d3eb6c2c0f9d1f79e38_20230603t16_18_utc.txt,Neutral
fa4f25d0e8c945d28bc19f63cc236a15_20230603t16_03_utc.txt,Neutral
033864c87c5f4a4fab44a201563fd968_20230610t15_05_utc.txt,Neutral
0c027942655e4f1183614bb47a282aea_20230610t13_32_utc.txt,Neutral
18b2b93c2953487c97c8b73ce36135fb_20230610t15_48_utc.txt,Neutral
18eff36f759c4d73965c2a229beecfee_20230610t16_24_utc.txt,Neutral
1f948c343dac4d099d6cbb9a648403ff_20230610t16_57_utc.txt,Neutral
2423c4d401d1424ab3843e5ddda79e7a_20230610t16_50_utc.txt,Neutral
26746b7e69e140b3b3a11b973330ce96_20230610t14_35_utc.txt,Neutral
269d7a90316042169c14e767e8b4ec18_20230610t15_41_utc.txt,Neutral
29a70da7b6b4483d85fd483e814378b1_20230610t14_41_utc.txt,Neutral
2debb7328d994ecdb89a0a7afd03cb2e_20230610t16_57_utc.txt,Neutral
2ee89ca6b151452d80fafc0031248b5c_20230610t15_18_utc.txt,Neutral
3030567b3ee042bb8a838d1c76b6b916_20230610t14_01_utc.txt,Neutral
34958b78223b449782e44c3afd0d0fd7_20230610t14_27_utc.txt,Neutral
3790e2a16369420295cd1456849101ac_20230610t16_51_utc.txt,Neutral
3e389aa8839748e78e57f6eb8ce0812a_20230610t13_55_utc.txt,Neutral
3fde7eca0a2f4b188a3fd81fce9a9d09_20230610t14_48_utc.txt,Neutral
42df394a0d744909b694f4139d4b8c09_20230610t15_37_utc.txt,Neutral
45adf080f3e24793900699ada4592d63_20230610t15_47_utc.txt,Neutral
463aea85483f442fa152796bbe6412f0_20230610t13_52_utc.txt,Neutral
5d6b0bcd9801457bb62733de21e565f2_20230610t15_44_utc.txt,Neutral
5fab44f212e3402d99638a5dc9d97701_20230610t14_26_utc.txt,Neutral
60e1b8f07eb844c8b7014251b86ecea1_20230610t13_35_utc.txt,Negativo
640807edf3f74283a7295a888a93aaf7_20230610t16_54_utc.txt,Neutral
6eb352d2758049f09c9619ac9df008e5_20230610t14_29_utc.txt,Neutral
6eb42d94dfb3406faf290fe85feffbfe_20230610t16_55_utc.txt,Neutral
7561a59a1cc24d3f9dcb726bda6b777e_20230610t14_18_utc.txt,Neutral
7f77a99fac1b4dabbcce2f408995b9bf_20230610t13_04_utc.txt,Neutral
822671d3fd8d4b468ca3fe67162b0e18_20230610t15_03_utc.txt,Neutral
8273dce465a54e99a47d92da2d1af7ad_20230610t14_54_utc.txt,Neutral
934de5177dd94afd8f8a198b2226c2e5_20230610t15_00_utc.txt,Neutral
975df3115269486098f522a3eb856dfd_20230610t15_05_utc.txt,Neutral
9adc604104c341d9adc92db9665fb992_20230610t15_10_utc.txt,Neutral
a7b3a1c2f26c464d97dbec49d46b75f1_20230610t14_25_utc.txt,Neutral
a8de54e7217b43bf9222236fe3a35143_20230610t15_59_utc.txt,Neutral
ad0946be1ed543acbf3ca01df5fc6b25_20230610t14_38_utc.txt,Neutral
b3067024c98b48888d1b93992535ae9a_20230610t14_15_utc.txt,Neutral
bab93478e7374a7da7ca383c9090a498_20230610t16_15_utc.txt,Neutral
c7e11bdfad064aae944c4ce1a11dc2d7_20230610t14_02_utc.txt,Neutral
ca04630280544cbf8b9bee6854a2f681_20230610t14_13_utc.txt,Neutral
d32ed68f007043a4a4eb582c82015c33_20230610t14_59_utc.txt,Neutral
d554a73b18c84f35866c98565d703d21_20230610t16_41_utc.txt,Negativo
d8363b1bbb1f46579cb66073a1423ad3_20230610t15_06_utc.txt,Neutral
de226de0f8c94183b0fc1b26c2a7a637_20230610t16_49_utc.txt,Neutral
e0913f30a77847f89585f9219bb14dd5_20230610t16_29_utc.txt,Neutral
e091c45596054f6ea5fac6b7388e115c_20230610t15_13_utc.txt,Neutral
e56abe4fb3ae4c0cbc1b1cdfc8d80cb3_20230610t15_15_utc.txt,Neutral
ed011e99f19e4257b0cc08f003decd8c_20230610t16_21_utc.txt,Neutral
eda880c7ca6f4e40835aa372d01627c0_20230610t14_59_utc.txt,Neutral
f189dbfe6981414087b0500db982a3e7_20230610t13_45_utc.txt,Positivo
f1e80f376a024fac8912df9b9df04df0_20230610t13_44_utc.txt,Neutral
f332b3326cb34bddb0989e865a5831e4_20230610t14_13_utc.txt,Neutral
0205419aeb274bdf9dfa35b3a333d5c8_20230810t21_38_utc.txt,Neutral
02ec1a7c75c34e83b740deeeca00cf36_20230810t17_19_utc.txt,Neutral
0381c0a00af441e88790287ebc22c823_20230810t21_27_utc.txt,Neutral
03ac6d8d2f9243f99515d3a024f69482_20230810t21_16_utc.txt,Neutral
05832f74b5914d92be52e6c842a0970d_20230810t21_29_utc.txt,Neutral
0872b63faef04a26b0b7ec415089d90d_20230810t16_10_utc.txt,Neutral
0aeca31730fd4f1fb7a708bb0af38bf1_20230810t16_20_utc.txt,Neutral
1079e1e7cdec42de9ce6257589498b15_20230810t18_18_utc.txt,Neutral
10cc10918d864c9aa0d2f9cde1266a0c_20230810t22_45_utc.txt,Neutral
11a084d5012c4bde922c8a425581830e_20230810t23_16_utc.txt,Neutral
14b3802969244e7a900db18049bc94e2_20230708t13_53_utc.txt,Neutral
15dd0c8508154dfeb0ad85aff635faa1_20230708t14_25_utc.txt,Neutral
1714db2060304bad9ebcc5d274e5b297_20230708t15_15_utc.txt,Neutral
19f36c12de0e44dfa82b7cc813883762_20230708t14_29_utc.txt,Neutral
1a7aeafe9f464feea3c0d1f03f986518_20230708t15_19_utc.txt,Neutral
1b2b4bfc5caa42d288350dea2c1f0545_20230810t15_58_utc.txt,Negativo
1b9ad03ae2cd47b5877cfbfed689a90b_20230708t16_15_utc.txt,Neutral
1c352cc6bc34407aa61f38dde6a9cac9_20230810t15_44_utc.txt,Negativo
1c5527f0572c4508aa073e9415aec0e5_20230708t14_53_utc.txt,Neutral
1e20066ea4e74314a3cd48ffb9a9cb81_20230708t14_36_utc.txt,Neutral
1e8519ee8504474187358d5571217d5d_20230708t16_40_utc.txt,Neutral
1fa896dd51674f52820bff5b678e02e3_20230708t16_21_utc.txt,Neutral
1fc07d2346e84f42ad3d00b5951b992f_20230810t16_45_utc.txt,Neutral
1ffca0ad19c3411ebfa46b9efde13be3_20230810t13_42_utc.txt,Neutral
2029f1c005754b19b2f1972d343bb98a_20230810t13_19_utc.txt,Neutral
2076cde9ddcf4a43bddcae84ba3c8a8f_20230708t16_43_utc.txt,Neutral
209ea962291a45fbb362152f48c50604_20230810t20_02_utc.txt,Neutral
20b36034af2d4be2b8d54ab58b59a618_20230810t20_30_utc.txt,Neutral
218bc0501ebb4c6eb61f6a695933b544_20230810t21_40_utc.txt,Neutral
21e1e3472f8f4f7c8fcf58d476138fee_20230810t14_55_utc.txt,Neutral
21f2bbfde4df4d10a278d08f340c76d2_20230810t14_48_utc.txt,Neutral
22600051c2b74a339f52cddb8e46426f_20230708t13_45_utc.txt,Neutral
24e160ad01f24050889688d8a202048d_20230708t16_04_utc.txt,Neutral
24f545e8fd7b4ae0a59504b129f18bbc_20230708t16_46_utc.txt,Neutral
25de1573d9de48e3a7b6b13a80e1daae_20230810t18_53_utc.txt,Neutral
2700952d2c4347df87c1c6d99edebf78_20230708t14_47_utc.txt,Neutral
2838d89fd88441a8a68fdb3f4b4a096f_20230810t13_31_utc.txt,Neutral
2a9fe8b8899a4b2abac1f2f67e09c290_20230810t19_50_utc.txt,Neutral
2efcd43ebc2c4e089e3f962461c6af75_20230810t19_35_utc.txt,Neutral
2ffd86aaf5624b6fa0737b841d614ece_20230810t14_48_utc.txt,Neutral
31a1cdefd9164a43b46cc1d2906fb313_20230810t20_57_utc.txt,Neutral
33d2f3d9edab4ddbbd70423d12c28946_20230708t13_49_utc.txt,Neutral
34cfb688997845bcb7ea33e1cf556c88_20230708t16_40_utc.txt,Neutral
360f57a6fc66429099be4959dfb8fd39_20230810t21_43_utc.txt,Neutral
369fde1698c940829f1c622da2306424_20230708t16_15_utc.txt,Neutral
39ff850d0a3e46bbb845feaed299e092_20230708t15_11_utc.txt,Positivo
3d13980ff35247d4af99b6a967f26016_20230708t13_34_utc.txt,Neutral
3d3438c74fb241f89ac07fdbeeda9577_20230810t19_32_utc.txt,Neutral
3d413190a23a4b87bc5dd22fc33aa7d1_20230708t16_17_utc.txt,Negativo
3f30e6bcae514a7fb71f6ea72e51b8d4_20230708t14_56_utc.txt,Neutral
3f9053990af84570861bde1fa8d18b06_20230708t14_37_utc.txt,Neutral
4034c2ae0b8e46dcba49a4ff2cfc56f6_20230810t16_16_utc.txt,Neutral
4102709c2e2d47928bb8320a9a607a5c_20230810t15_15_utc.txt,Negativo
41694dab9fc24056ad75cfd1811f76ed_20230708t15_31_utc.txt,Neutral
46254984286841d6b32f3278f43af216_20230810t15_56_utc.txt,Neutral
46469881711c40f5bbca73cd3139f423_20230810t22_26_utc.txt,Negativo
464812c25be94517952a7decf7d2d5dd_20230810t17_50_utc.txt,Neutral
46738debf1a9414dae4a740e76571654_20230810t18_30_utc.txt,Neutral
487f26670d3249a29dc0fee613cc66c0_20230810t17_02_utc.txt,Neutral
4d822aaf652d4db08be672e87e115d6a_20230708t15_40_utc.txt,Neutral
4dc84d8b7033494c9e51b2490f833546_20230810t19_55_utc.txt,Neutral
4df90bf5c2bd45828960fa6101fb2c93_20230810t21_10_utc.txt,Neutral
4fc4bac735b94b77969231d24ad7f6c8_20230708t14_29_utc.txt,Neutral
5631b58b58854a2694d504b88ed0d9aa_20230708t16_02_utc.txt,Neutral
56cdbb0cb6644c33927e4efdfb452ca5_20230708t16_09_utc.txt,Neutral
57a57afe67294300aa993fcca526115c_20230810t13_34_utc.txt,Neutral
5853c0d892ed42498170168d7ee7ea80_20230708t14_23_utc.txt,Neutral
5979d855cc804b70afc979c81b9414c2_20230810t17_36_utc.txt,Neutral
